category	yelp_rating	yelp_rating_count	yelp_price	seamless_rating	seamless_rating_count	seamless_price	sanitation_grade	sanitation_score	city	median_zip_income
steak/seafood	2.903226	31	0.4				B	27	Brooklyn	41246
spanish							A	9	Bronx	24445
breakfast_brunch	2.0	4	0.4	4	16	0.2	A	10	New York	210125
thai/vietnamese/se_asian	3.5820897	67	0.2				B	21	Brooklyn	38267
bars/nightlife	2.5	8	0.6				A	12	New York	80519
japanese	4.142132	788	0.6				A	9	New York	80519
chinese	4.142857	119	0.2				Z		Queens	48236
coffee/cafe	3.84	100	0.2				A	12	Brooklyn	37608
coffee/cafe	4.230769	13					A	7	Queens	48236
latin	3.0	3		3	11	0.2	A	10	New York	41352
pizza					0	0.4	A	4	Bronx	55724
thai/vietnamese/se_asian	3.9104478	201	0.4	5	118	0.4	A	12	New York	87813
vegan/vegetarian/health	2.75	8	0.2	4	3	0.2	A	8	Brooklyn	62634
american							A	12	New York	87813
bagels	3.4	5	0.2	4	9	0.4	A	9	Brooklyn	42298
icecream/desserts	3.3636363	11	0.4	4	46	0.4	A	5	New York	107976
breakfast_brunch	4.0	1						3	Brooklyn	35620
delis							A	12	Bronx	23297
latin								2	New York	108250
chinese	2.6	5	0.2				A	11	Queens	65295
spanish							A	9	Queens	51258
icecream/desserts	4.714286	7	0.4				A	10	Queens	78766
coffee/cafe	3.15	20	0.4				A	7	Brooklyn	93693
latin	4.1529746	352	0.4					25	Brooklyn	44173
latin							A	11	Queens	47750
coffee/cafe							A	5	Brooklyn	42298
pizza	3.5	34	0.2						Queens	44964
eastern_european	3.8274648	852	0.4				A	6	Queens	48548
burgers/hotdogs/junk							A	9	Brooklyn	27901
soup/salad/sandwiches	4.328125	64	0.2	5	32	0.4	A	9	Brooklyn	44173
french	4.0	10	0.6					24	New York	68790
chinese	3.503546	141	0.4				Z	26	Queens	72538
american							B	18	Queens	54868
chinese							A	3	Bronx	31594
soup/salad/sandwiches							A	9	New York	80519
italian	3.509804	51	0.8		0		A	10	New York	108250
japanese	3.0	2	0.4	3	7	0.4	Z	2	New York	106888
bakery							A	12	Bronx	21913
pizza	2.6666667	9	0.2	3	12	0.6	A	7	New York	26214
caribbean	2.5714285	28	0.4						Brooklyn	64981
delis							A	4	Brooklyn	93184
mexican	3.0892856	56	0.2				A	13	New York	80519
mediterranean/mideastern							A	13	Queens	48236
chinese	3.0	5	0.2				B	24	Queens	51258
chinese								32	Brooklyn	49629
italian	3.125	16	0.4				A	9	New York	68790
coffee/cafe	3.6122448	49	0.2				A	11	New York	64013
coffee/cafe	3.857143	42	0.2				A	11	New York	95556
eastern_european	4.65	21	0.6				A	13	New York	77853
bakery	4.6666665	3	0.2				A	10	Bronx	44038
burgers/hotdogs/junk	2.0952382	21	0.2				A	11	New York	106888
coffee/cafe	4.3333335	3	0.4				A	12	Queens	81390
coffee/cafe	3.9230769	208	0.4				A	12	Brooklyn	93693
american	3.9761906	42	0.4				A	7	New York	106888
burgers/hotdogs/junk	3.106796	103	0.4	4	17	0.4	A	11	Queens	72538
thai/vietnamese/se_asian	3.6732674	101	0.4	4	213	0.6		33	New York	101515
soup/salad/sandwiches	3.4791667	96	0.4					36	New York	106888
american	3.4	10	0.4	4	6	0.6	A	12	Queens	60603
pizza							A	2	Brooklyn	44173
bars/nightlife	3.8791208	91	0.4				A	10	New York	106888
indpak	2.837838	37	0.4	2	9	0.4	Z	25	Queens	47750
italian	3.224138	58	0.2	4	320	0.2	A	10	New York	127281
coffee/cafe	1.0	2					A	2	New York	80519
italian	3.1964285	112	0.4	4	11	0.4	Z	18	New York	68790
chinese							A	5	Brooklyn	60758
caribbean	4.3333335	3	0.2				A	6	Brooklyn	60758
japanese							A	0	New York	80519
pizza	2.0	3	0.2	3	48	0.4	A	12	New York	96974
japanese				4	46	0.4	A	4	New York	59034
mediterranean/mideastern	2.0	4	0.2				A	11	Brooklyn	42568
mediterranean/mideastern	3.3387096	62	0.2	4	59	0.4	A	10	New York	105144
bars/nightlife	4.6	10	0.4		0	0.4	A	6	Brooklyn	53251
american	2.6792452	53	0.4				A	10	New York	109960
italian							A	11	New York	106888
bbq/southern	3.6796117	103	0.2				Z	2	Brooklyn	64981
chinese							A	13	Brooklyn	44173
mexican	3.5521235	259	0.4	4	65	0.4	A	10	New York	68790
italian	4.2884617	52	0.4				Z	27	Brooklyn	42298
american							A	8	Brooklyn	93184
japanese	3.566265	83	0.4				A	8	Brooklyn	42434
american							A	3	Brooklyn	60758
indpak							A	7	New York	91767
mexican	3.6666667	9	0.4				A	10	Queens	47750
american								17	Bronx	55724
bars/nightlife	3.539326	89	0.6				B	21	New York	68790
american							A	6	Bronx	21379
american	3.4705882	17	0.6				B	15	Staten Island	90196
italian	3.875	40	0.4	4	14	0.6	A	12	New York	101515
coffee/cafe	3.9166667	46	0.4				Z	19	Brooklyn	44173
soup/salad/sandwiches	3.4285715	49	0.4	4	85	0.2	A	12	New York	108250
latin							A	13	New York	41352
korean							A	10	Queens	48236
bars/nightlife	4.0190115	263	0.4					39	Brooklyn	93184
latin	3.3333333	6	0.2				A	12	Queens	47750
bars/nightlife	3.9275362	69	0.2				A	11	New York	77853
misc_european	4.2608695	23	0.4				A	7	Queens	43909
chinese							A	5	Brooklyn	40146
pizza				2	2	0.4	A	9	Bronx	35358
bagels							A	11	Queens	73893
bars/nightlife	4.352941	51	0.2				A	2	Brooklyn	71999
bars/nightlife	3.7065868	167	0.4						New York	65934
chinese	4.135135	37	0.2				A	11	Brooklyn	35620
misc_european	3.1375	160	0.4				B	19	Brooklyn	78591
american							A	12	Bronx	21379
italian	3.84375	160	0.4	5	3	0.4	A	2	New York	80519
american	3.5333333	15	0.2	5	36	0.2	A	12	New York	68790
icecream/desserts	3.7692308	143	0.4				A	3	Brooklyn	62634
american	3.716418	68	0.6	3	4	0.6	A	2	New York	68790
mediterranean/mideastern							A	13	Queens	86051
american							A	13	Bronx	45460
american	3.9692307	130	0.4				A	8	New York	68790
bagels	3.5288463	208	0.2				A	7	Brooklyn	44173
bars/nightlife	4.0816326	98	0.4				A	2	New York	59034
icecream/desserts	4.875	16	0.4				A	5	Brooklyn	71999
coffee/cafe								5	Queens	57576
soup/salad/sandwiches	2.857143	28	0.4	3	9	0.4	A	12	Brooklyn	93184
vegan/vegetarian/health							Z	7	Brooklyn	28584
chinese	4.3333335	3	0.2				A	5	Queens	77739
indpak	2.5	12	0.2				Z	44	Queens	50130
mediterranean/mideastern	3.5892856	112	0.4	4	75	0.6	A	12	New York	91767
bars/nightlife	3.6666667	18	0.2				A	11	New York	32265
chinese	4.3333335	3					A	12	Queens	77739
spanish	3.7431693	184	0.6				A	11	New York	77853
chinese	3.0512822	39	0.4				A	12	Queens	48236
chinese							A	12	New York	32642
pizza	3.5714285	7	0.2				B	20	Brooklyn	42568
latin	4.285714	7	0.2				A	12	Brooklyn	40565
coffee/cafe	4.1446943	310	0.2				B	18	New York	59034
bagels	3.4444444	9	0.2				A	8	Queens	56131
american							A	12	Queens	57393
pizza	3.8014982	267	0.4	4	278	0.4	A	12	Brooklyn	44173
diners	2.4736843	19	0.4	2	19	0.4	A	13	New York	87813
korean	3.7142856	161	0.2	4	219	0.4	A	9	New York	106888
bakery	4.172249	209	0.4				A	13	New York	59034
chinese	3.0	1	0.2				C	44	Queens	73893
mediterranean/mideastern	3.5	26	0.4				A	9	New York	77853
delis	2.21875	32	0.2	4	46	0.2	A	11	New York	120729
american							Z	26	Queens	50130
burgers/hotdogs/junk	2.2	5	0.2				A	3	Brooklyn	68177
misc							A	4	Brooklyn	49002
bars/nightlife	3.8505154	193	0.4				A	7	New York	105311
italian	4.7272725	22	0.4	5	3	0.6	A	11	Queens	58317
bars/nightlife	3.7916667	24	0.2					18	New York	106236
vegan/vegetarian/health	4.096774	30	0.4	5	26	0.4	A	5	New York	101979
american							A	7	New York	80519
bagels	3.6777778	90	0.2	5	59	0.2	A	9	New York	106888
indpak	4.5	2	0.4				A	12	Bronx	46001
american							A	13	Queens	56131
icecream/desserts	2.0	1	0.4				A	11	Brooklyn	37608
icecream/desserts	2.625	8	0.2				A	9	Queens	60287
american							A	10	New York	106888
caribbean								18	Bronx	44038
latin	3.919084	655	0.4				A	7	New York	110091
chinese	3.1	10	0.2				A	10	Queens	54188
pizza	3.5	24	0.2				A	10	Brooklyn	93184
latin							A	12	Queens	51258
bakery	3.8	5	0.4				A	2	Staten Island	86759
pizza	3.0	4	0.2				A	12	Queens	50130
japanese	3.8523207	237	0.8				B	22	New York	105144
chinese							B	17	Brooklyn	32642
latin	3.909091	11	0.4		0	0.4	C	38	Queens	46325
pizza	1.6666666	3	0.2				B	24	New York	31254
mexican	2.3891625	203	0.4				A	10	New York	77853
icecream/desserts	3.0	1					A	7	Bronx	26541
pizza	4.55	60	0.2				A	10	Queens	67516
bakery	3.9300911	329	0.6				A	7	New York	105144
latin	4.0	10	0.2				A	12	Queens	50130
misc_restaurant	3.5	12	0.4				A	13	Bronx	63352
american							A	9	Queens	51258
coffee/cafe	2.92	25	0.2				A	12	New York	77853
soup/salad/sandwiches	3.5737705	61	0.4	4	97	0.4	A	13	New York	91767
mediterranean/mideastern	4.607143	28	0.4				B	15	Brooklyn	38267
indpak	3.0425532	47	0.2	3	132	0.2	A	12	New York	76138
burgers/hotdogs/junk	3.801362	881	0.4	4	100	0.4	A	5	Queens	49371
american								3	Queens	77739
burgers/hotdogs/junk	3.0	3	0.2				A	10	Queens	43909
pizza							B	17	Bronx	26541
american									New York	68790
indpak	3.6067417	178	0.4				A	4	New York	110091
american							A	4	Queens	55553
japanese	3.857143	28	0.4				B	19	Brooklyn	49629
japanese	3.4956522	115	0.4				A	11	Queens	49371
indpak	3.8482144	112	0.2	4	53	0.2	A	9	New York	101979
italian	4.07971	276	0.6				A	9	New York	105144
misc_restaurant	1.0	1					A	7	Brooklyn	40960
latin	4.0	1	0.2				B	18	Queens	46325
burgers/hotdogs/junk							A	10	Queens	57393
coffee/cafe	3.5357144	28	0.2				A	12	Queens	48236
italian	3.125	16	0.4	4	31	0.4	A	4	Queens	54188
italian	4.15625	32	0.2				A	12	Bronx	21379
coffee/cafe	2.7931035	29	0.4				A	8	New York	106888
japanese	3.6470587	68	0.4	4	58	0.6	B	19	New York	101979
american							A	5	New York	108250
chinese	3.5	4	0.2		0	0.4	A	12	Queens	53914
bars/nightlife	3.946281	242	0.4				A	10	Brooklyn	93184
mediterranean/mideastern	4.0	4					A	12	Queens	57576
soup/salad/sandwiches	2.8	5	0.2				A	10	New York	76138
chinese	2.0	2					A	12	Queens	60603
chinese							B	22	Brooklyn	49002
american	3.5454545	33	0.2				B	21	New York	49002
chinese	4.012121	495	0.4				A	13	New York	80519
mexican							A	13	New York	31254
latin	3.9633029	109	0.4				A	2	Queens	54868
latin	5.0	7	0.2				A	7	Brooklyn	37608
pizza	3.352518	139	0.4	4	166	0.4	A	12	New York	106888
american							A	2	Brooklyn	78591
icecream/desserts	3.0	2	0.4				A	11	Bronx	50329
italian				3	9	0.8	A	11	New York	105311
soup/salad/sandwiches							A	9	Brooklyn	42568
chinese	5.0	1					A	7	Bronx	22604
bars/nightlife	3.4864864	36	0.2						New York	107976
steak/seafood	3.475	40	0.8				A	7	Bronx	26541
thai/vietnamese/se_asian	3.2222223	9	0.2				A	9	Queens	44964
mexican	4.012397	243	0.4	4	74	0.4		32	New York	59034
icecream/desserts	4.2	5	0.4				A	12	Queens	86051
italian	2.7024794	121	0.4				A	9	New York	100206
latin	2.1666667	6	0.4				B	14	Queens	67924
mediterranean/mideastern	4.0788307	1129	0.4				A	5	New York	59034
italian	3.66	50	0.8				Z	17	New York	108250
chinese	3.4580646	775	0.4				A	12	New York	32265
soup/salad/sandwiches	2.9461539	130	0.2	3	370	0.4	A	10	New York	65934
italian	3.8984375	128	0.4	4	54	0.8	A	12	New York	77853
misc_asian							A	0	Queens	0
bakery	3.6666667	3	0.2				A	11	Queens	69758
mexican	4.25641	39	0.4				A	9	Bronx	24478
american							A	2	New York	64013
bars/nightlife	3.539326	89	0.2				A	10	New York	59034
thai/vietnamese/se_asian	2.9722223	144	0.4	4	101	0.4	A	10	New York	43049
burgers/hotdogs/junk	3.5	4	0.2					39	Staten Island	87426
steak/seafood	4.0634923	252	0.8				A	7	New York	120729
chinese							A	12	Brooklyn	27901
american	2.8823528	34	0.4				A	9	Brooklyn	57713
latin							A	10	Queens	46325
korean	3.6666667	48	0.4					9	New York	76138
steak/seafood	2.9545455	44	0.6					54	Bronx	61063
bakery	4.2636366	110	0.2				A	2	Queens	55844
american							B	-1	New York	106888
diners	3.010989	91	0.4	3	77	0.4	Z	21	Queens	54188
japanese	4.0424757	824	0.2				B	19	New York	87813
pizza							A	9	Bronx	22625
chinese	3.0	3		3	24	0.4		29	Queens	56131
mediterranean/mideastern	3.7142856	42	0.4	5	13	0.4	A	9	Brooklyn	42298
soup/salad/sandwiches	4.3157897	38	0.2	5	34	0.2	A	8	Queens	75729
bars/nightlife	4.0	2	0.8					0	New York	101838
italian	3.628788	132	0.4		0	0.6		40	Brooklyn	44173
american	2.4545455	22	0.4	3	25	0.4	A	7	New York	101515
icecream/desserts	4.527027	148	0.2				A	12	New York	95556
bbq/southern	3.75	4					A	11	Queens	71292
chinese	2.0	6	0.4				A	13	Queens	67516
pizza	3.508772	57	0.2				A	2	New York	101515
soup/salad/sandwiches	2.0	4	0.2	4	7	0.4	A	10	New York	76138
sushi	3.852564	156	0.4				A	12	Queens	72837
italian	3.5	106	0.6	5	19	0.6	A	13	New York	105311
burgers/hotdogs/junk				4	30	0.2		4	Queens	55844
pizza	3.6666667	3	0.4				B	25	Staten Island	56883
coffee/cafe	2.2631578	19	0.4				A	4	New York	80519
pizza	2.25	4					A	5	Bronx	44038
latin	3.440678	60	0.4	3	18	0.4	A	13	New York	35694
bars/nightlife	2.25	4					A	12	Queens	56131
coffee/cafe	2.1666667	12	0.4				A	13	New York	155953
italian							A	0	New York	76138
eastern_european							A	8	Queens	51258
bbq/southern	3.1612904	31	0.2					10	New York	95556
misc_european	3.891892	74	0.4					17	Queens	49528
coffee/cafe	2.9	20	0.2				A	12	New York	210125
burgers/hotdogs/junk	3.1714287	70	0.4				A	10	New York	106888
pizza							A	9	Bronx	23297
delis	2.8125	16	0.2				A	6	Queens	49371
japanese	3.186813	91	0.4	3	43	0.4	B	25	New York	100206
burgers/hotdogs/junk							A	0	New York	76138
latin	4.044053	227	0.4						Brooklyn	44173
diners	2.9634147	82	0.4	3	50	0.4	A	13	New York	101979
italian	3.9326923	104	0.6				C	28	New York	91767
bakery	3.0	2	0.2				A	11	Queens	48236
delis	4.0	5	0.2				A	10	Queens	43909
bars/nightlife	2.1304348	23	0.6				A	13	New York	76138
chinese							A	9	Bronx	31594
misc_european	4.0	54	0.2				A	10	New York	91767
bars/nightlife	4.071429	14	0.2				A	2	Queens	49371
american	2.6759777	179	0.4				A	13	New York	155953
pizza	4.2916665	24	0.2	4	9	0.2	A	11	Queens	54188
coffee/cafe	4.0	42	0.2				A	2	Brooklyn	62634
bars/nightlife	3.1666667	12	0.4	3	5	0.6			Brooklyn	40960
american	3.7992473	797	0.4				A	9	Brooklyn	44173
coffee/cafe	2.7333333	30	0.4				A	11	New York	76138
steak/seafood	3.9156628	84	0.4				A	10	Queens	50006
italian	4.339286	56	0.6				A	12	New York	32265
italian	2.5	4	0.6				A	2	New York	68790
caribbean							A	8	Queens	43419
chinese							A	10	Bronx	26120
chinese							A	10	Queens	43248
sushi	3.837838	37	0.4	4	43	0.4	Z	38	New York	91767
coffee/cafe	4.037037	108	0.2				A	10	New York	
caribbean	4.2	15	0.2				A	12	Brooklyn	41688
chinese	2.8461537	13	0.4				A	7	Staten Island	50137
latin	3.0	3						29	Queens	47750
italian	3.3275862	57	0.6				A	10	Bronx	61063
latin	3.6636364	110	0.4				A	12	Queens	47750
chinese	3.4305556	72	0.4					26	Staten Island	79820
japanese	3.4347825	23	0.4				A	13	Brooklyn	49629
american	2.0	2	0.2				A	12	Bronx	50329
thai/vietnamese/se_asian	3.5714285	21	0.2				B	20	Queens	49528
spanish							A	12	Queens	55553
coffee/cafe	4.6	35	0.2				A	6	New York	35694
chinese	4.6666665	6	0.2		0	0.4	A	3	Queens	91712
chinese	3.409091	110	0.4	4	242	0.4	A	9	New York	95556
soup/salad/sandwiches	3.0277777	36	0.2	4	65	0.2	A	9	New York	101838
mediterranean/mideastern	4.2758408	1635	0.2				A	11	New York	77853
delis	4.1728396	81	0.4	5	6	0.4	A	5	Bronx	53282
thai/vietnamese/se_asian	3.8349206	315	0.2				B	27	New York	68790
latin							B	22	Brooklyn	37608
latin	3.513812	181	0.4	4	11	0.6	A	10	New York	91767
american	3.4726224	694	0.4	4	27	0.6	A	12	New York	80519
korean	4.5	16	0.2				A	12	Queens	86051
thai/vietnamese/se_asian	5.0	1	0.4	4	34	0.4	B	14	New York	95556
coffee/cafe	2.4705882	17	0.2				A	4	New York	210125
coffee/cafe	4.095238	42	0.2					5	New York	68790
chinese	2.125	8	0.2					29	New York	32265
mexican							A	7	Bronx	21379
breakfast_brunch	3.5	2	0.4				A	4	New York	91974
italian	3.5704699	149	0.4				A	12	New York	105144
burgers/hotdogs/junk	2.847751	289	0.4				A	12	Brooklyn	78591
latin							B	21	Brooklyn	37608
burgers/hotdogs/junk	4.24	250	0.4						Brooklyn	44173
icecream/desserts							A	2	Bronx	35358
bagels	3.0	8	0.2	2	49	0.4	B	14	New York	109960
italian	3.2222223	45	0.2				A	11	Staten Island	77720
pizza							A	10	Bronx	21913
american							A	2	Bronx	26541
bakery							A	2	Brooklyn	64981
burgers/hotdogs/junk	2.6666667	3	0.2				A	10	Queens	54188
italian	4.1578946	57	0.4	4	46	0.4		23	New York	80519
soup/salad/sandwiches	4.0	14	0.2				A	5	New York	101515
italian	3.5128205	38	0.4	5	4	0.4	A	12	Queens	72538
american				3	23	0.2		51	New York	36095
vegan/vegetarian/health	3.7391305	23	0.4	4	3	0.2	A	2	Brooklyn	93184
italian					0	0.6	A	11	Staten Island	86759
pizza	3.625	32	0.4				B	21	Queens	46325
sushi	2.8888888	9	0.6				A	11	Queens	52199
mexican	4.0	4	0.6				A	8	Queens	46325
american							A	11	New York	80519
burgers/hotdogs/junk	2.2857144	7	0.2				B	25	Brooklyn	54664
coffee/cafe	4.318182	22	0.2				A	7	Brooklyn	93184
soup/salad/sandwiches							A	7	New York	65934
thai/vietnamese/se_asian	3.8153846	195	0.2	5	108	0.2	A	11	New York	95556
mediterranean/mideastern							A	6	Brooklyn	34590
pizza	3.1764705	34	0.2	4	29	0.4	A	7	New York	106236
american							A	13	Queens	65295
coffee/cafe	4.3333335	3	0.2				A	9	New York	91767
bars/nightlife	1.0	1					A	4	Brooklyn	37636
chinese							A	10	Brooklyn	40146
italian	3.2058823	34	0.4				A	13	Bronx	24478
burgers/hotdogs/junk	1.0	1					A	11	Queens	72538
chinese	3.7203064	261	0.4	4	182	0.4		26	New York	91767
chinese	4.409091	22	0.4				A	4	Queens	57576
misc_european	3.4	5	0.2				A	4	Staten Island	90196
italian	4.5	2	0.2	4	8	0.4	Z	21	Brooklyn	38267
chinese	3.5	2					A	7	Bronx	50329
chinese							A	5	Brooklyn	60758
thai/vietnamese/se_asian	3.5357144	56	0.4				A	12	Queens	43248
chinese							A	12	Brooklyn	35665
burgers/hotdogs/junk	4.098551	690	0.4				A	13	New York	105144
indpak	4.0	2	0.4				A	3	Brooklyn	42568
misc_european	3.2532468	154	0.4	4	17	0.4	A	10	Brooklyn	71999
pizza	3.4	5					A	9	Staten Island	77720
american							A	2	New York	91767
indpak	4.2268906	238	0.4	4	44	0.6	Z	5	New York	101979
chinese	4.5	6	0.2					2	Brooklyn	48236
american							A	9	Staten Island	56883
american	3.2331607	193	0.6				A	10	New York	91767
bars/nightlife	4.0	9	0.2				A	5	Bronx	53282
coffee/cafe							A	11	Bronx	63352
delis	2.8363636	55	0.2				A	13	New York	87813
pizza	4.1904764	21	0.2				A	11	Bronx	63352
burgers/hotdogs/junk	4.0	5	0.2				A	13	Queens	44964
icecream/desserts	4.3513513	37	0.4				A	2	New York	105144
italian	2.3333333	6	0.2				A	13	Brooklyn	68177
coffee/cafe	4.3183675	245	0.4				A	12	New York	68790
steak/seafood	3.5138888	72	0.6				A	5	New York	87813
chinese	3.8	15	0.2	4	10	0.2	A	6	New York	91767
chinese							A	5	Brooklyn	27901
latin	2.0	3	0.2	4	35	0.2	A	12	Brooklyn	93693
soup/salad/sandwiches				4	44	0.2	A	7	New York	101979
american							A	12	Queens	43248
japanese	3.5	10	0.4	4	48	0.4	B	26	New York	107976
american	4.1929827	57	0.4	5	239	0.4	A	9	New York	210125
american	4.0	4	0.4				A	9	Bronx	19271
chinese	3.4590163	61	0.4				A	9	New York	68790
american	4.162791	43	0.4				A	12	New York	32265
misc_european	4.1226416	106	0.4				A	10	Brooklyn	37636
italian	4.0	1	0.4				A	10	Brooklyn	42434
latin							A	11	Bronx	24478
korean	3.3913043	46	0.6				A	13	Queens	67924
chinese	3.3333333	3	0.2				A	13	Staten Island	62457
icecream/desserts	3.3333333	3	0.2				A	12	Staten Island	79820
japanese	4.0439563	182	0.4				B	19	Brooklyn	78591
bars/nightlife	3.0	6	0.2				A	9	Brooklyn	62634
mediterranean/mideastern							A	7	Brooklyn	53251
thai/vietnamese/se_asian	2.6785715	84	0.4	3	25	0.4	B	26	New York	64013
burgers/hotdogs/junk	3.590909	22	0.2				A	6	Brooklyn	93693
chinese							A	7	New York	87813
american	3.7715232	302	0.4				A	11	New York	43049
misc_restaurant	4.0	3	0.2				B	21	Queens	43909
indpak	4.04	25	0.2				A	13	Bronx	35358
bakery	3.2346938	98	0.4	4	14	0.4	A	7	Brooklyn	57713
italian	2.6666667	12	0.2	3	16	0.4	A	10	Brooklyn	78591
misc_asian	3.85	20	0.2				A	10	Brooklyn	93693
latin	3.0	3	0.2				A	10	Brooklyn	37608
mediterranean/mideastern							A	5	Brooklyn	40960
chinese									New York	68790
bakery							A	6	New York	91767
mexican	3.9545455	22	0.2				A	12	Brooklyn	93184
delis	3.3333333	3	0.4				A	2	Bronx	50329
american							A	13	New York	64013
bars/nightlife	3.5376344	93	0.2				A	11	Brooklyn	44173
american							A	0	New York	76138
coffee/cafe	2.0	1					B	22	Brooklyn	49629
mexican	5.0	1					A	11	Bronx	19271
chinese							A	2	Bronx	26636
icecream/desserts	3.9465559	841	0.4		0	0.2	A	9	New York	91767
mediterranean/mideastern	3.5250964	259	0.4				Z	26	Brooklyn	93693
american							A	2	Bronx	26541
american							A	12	Queens	55553
bars/nightlife	4.358209	67	0.2				A	7	Brooklyn	62634
coffee/cafe	3.1538463	13	0.4				A	8	New York	106888
chinese							A	3	Brooklyn	60758
mexican	3.6666667	3	0.2				B	24	Brooklyn	62634
latin	3.0	1	0.4				A	11	Queens	47750
delis	5.0	1					A	12	New York	80519
indpak					0	0.4	B	25	Brooklyn	68177
mexican	4.0	5	0.2	4	18	0.4	A	11	Brooklyn	37636
sushi	3.4761906	40	0.4				B	19	Bronx	24478
french	3.3064516	62	0.4				A	8	New York	101515
mediterranean/mideastern							A	0	Brooklyn	42434
latin	4.098315	356	0.2	5	27	0.4	A	10	New York	64013
pizza	4.1360545	147	0.2					34	Queens	58317
latin	4.418605	43	0.4				B	15	Queens	47750
burgers/hotdogs/junk	3.0238094	294	0.2	3	573	0.2		20	New York	91767
burgers/hotdogs/junk							A	3	Bronx	24478
american							A	8	New York	87813
caribbean	2.5	2					A	12	Brooklyn	49002
bakery							B	17	Bronx	26120
american							B	21	Bronx	46001
chinese	3.7142856	7	0.4				A	12	Bronx	50329
coffee/cafe	3.0	33	0.4				A	6	New York	107976
misc								19	Bronx	55724
italian	3.5789473	95	0.8					18	New York	105144
delis	2.8	5	0.4	2	3	0.2	A	11	New York	91767
misc_asian	3.5	30	0.2	3	10	0.4	B	24	New York	64013
bars/nightlife	4.009091	110	0.4				A	13	Brooklyn	93184
american							A	0	Bronx	35358
icecream/desserts	4.0	8	0.4				A	6	Queens	44964
